contractSymbol,strike,lastPrice_new,signal_type,stock_price_change_pct,option_type,volume_change_abs,volume_new,amount_threshold,amount_to_market_cap_pct,openInterest_new,amount_tier,expiry_date,bid,ask,impliedVolatility,inTheMoney,symbol,volume_old,lastPrice_old,openInterest_old,volume_change,volume_change_pct,option_price_change,stock_price_change,market_cap,option_price_change_pct,amount_to_market_cap,股票价格(new),股票价格(old)
TSLA251003C00430000,430.0,31.08,买 Call，看涨,1.2658636171113806,CALL,11500.0,11500.0,35742000.0,0.0025161780868360895,8501.0,10M-50M,2025-10-03,0.0,0.0,1.0000000000000004e-05,True,TSLA,0.0,22.02,9093.0,11500.0,inf,0.41144414168937327,0.012658636171113806,1420487690716.0,41.144414168937324,2.5161780868360897e-05,456.0255126953125,450.3250122070313
TSLA251010C00450000,450.0,21.85,买 Call，看涨,1.2658636171113806,CALL,15766.0,15766.0,34448710.0,0.0024251325953156305,5198.0,10M-50M,2025-10-10,0.0,0.0,1.0000000000000004e-05,True,TSLA,0.0,15.65,5962.0,15766.0,inf,0.39616613418530355,0.012658636171113806,1420487690716.0,39.616613418530356,2.4251325953156307e-05,456.0255126953125,450.3250122070313
TSLA251003C00470000,470.0,6.03,买 Call，看涨,1.2658636171113806,CALL,56935.0,56935.0,34331805.0,0.0024169026753547563,26747.0,10M-50M,2025-10-03,0.0,0.0,0.12500875,False,TSLA,0.0,3.45,29880.0,56935.0,inf,0.7478260869565218,0.012658636171113806,1420487690716.0,74.78260869565217,2.4169026753547564e-05,456.0255126953125,450.3250122070313
TSLA251003C00442500,442.5,20.72,买 Call，看涨,1.2658636171113806,CALL,16525.0,16525.0,34239800.0,0.0024104256744908047,6428.0,10M-50M,2025-10-03,0.0,0.0,1.0000000000000004e-05,True,TSLA,0.0,13.45,8776.0,16525.0,inf,0.5405204460966543,0.012658636171113806,1420487690716.0,54.05204460966543,2.4104256744908047e-05,456.0255126953125,450.3250122070313
TSLA251010C00460000,460.0,16.6,买 Call，看涨,1.2658636171113806,CALL,19495.0,19495.0,32361700.0,0.0022782105196341414,4749.0,10M-50M,2025-10-10,0.0,0.0,0.01563484375,False,TSLA,0.0,11.82,3246.0,19495.0,inf,0.40439932318104915,0.012658636171113806,1420487690716.0,40.439932318104916,2.2782105196341414e-05,456.0255126953125,450.3250122070313
TSLA251003C00457500,457.5,11.2,买 Call，看涨,1.2658636171113806,CALL,28562.0,28562.0,31989439.999999996,0.002252004027143357,3128.0,10M-50M,2025-10-03,0.0,0.0,0.007822421875,False,TSLA,0.0,6.7,1802.0,28562.0,inf,0.671641791044776,0.012658636171113806,1420487690716.0,67.1641791044776,2.2520040271433572e-05,456.0255126953125,450.3250122070313
TSLA251003C00420000,420.0,40.35,买 Call，看涨,1.2658636171113806,CALL,7505.0,7505.0,30282675.0,0.0021318505748357417,4374.0,10M-50M,2025-10-03,0.0,0.0,1.0000000000000004e-05,True,TSLA,0.0,29.03,7415.0,7505.0,inf,0.3899414398897692,0.012658636171113806,1420487690716.0,38.99414398897692,2.1318505748357417e-05,456.0255126953125,450.3250122070313
NVDA251121C00180000,180.0,16.6,买 Call，看涨,2.1747989850833482,CALL,17867.0,17867.0,29659220.0,0.0006849677495492512,88983.0,10M-50M,2025-11-21,0.0,0.0,1.0000000000000004e-05,True,NVDA,0.0,15.0,74260.0,17867.0,inf,0.10666666666666676,0.021747989850833482,4330017000000.0,10.666666666666675,6.8496774954925116e-06,189.1000061035156,185.0749969482422
TSLA260116C00500000,500.0,44.5,买 Call，看涨,1.2658636171113806,CALL,6536.0,6536.0,29085200.0,0.0020475503019205706,30565.0,10M-50M,2026-01-16,0.0,0.0,0.0312596875,False,TSLA,0.0,39.06,30182.0,6536.0,inf,0.13927291346646178,0.012658636171113806,1420487690716.0,13.927291346646179,2.0475503019205705e-05,456.0255126953125,450.3250122070313
TSLA251003C00465000,465.0,7.7,买 Call，看涨,1.2658636171113806,CALL,37146.0,37146.0,28602420.0,0.002013563382980312,9672.0,10M-50M,2025-10-03,0.0,0.0,0.062509375,False,TSLA,0.0,4.6,12094.0,37146.0,inf,0.6739130434782611,0.012658636171113806,1420487690716.0,67.39130434782611,2.013563382980312e-05,456.0255126953125,450.3250122070313
TSLA251003C00452500,452.5,13.9,买 Call，看涨,1.2658636171113806,CALL,20534.0,20534.0,28542260.000000004,0.002009328217804775,11700.0,10M-50M,2025-10-03,0.0,0.0,1.0000000000000004e-05,True,TSLA,0.0,8.57,11552.0,20534.0,inf,0.6219369894982497,0.012658636171113806,1420487690716.0,62.19369894982497,2.009328217804775e-05,456.0255126953125,450.3250122070313
TSLA251003P00455000,455.0,7.9,卖 Put，看涨,1.2658636171113806,PUT,34278.0,34278.0,27079620.0,0.0019063607644745203,4696.0,10M-50M,2025-10-03,0.0,0.0,0.01563484375,False,TSLA,0.0,14.75,1804.0,34278.0,inf,-0.4644067796610169,0.012658636171113806,1420487690716.0,-46.44067796610169,1.9063607644745204e-05,456.0255126953125,450.3250122070313
COIN251003C00327500,327.5,19.85,买 Call，看涨,5.13540529394062,CALL,13233.0,13233.0,26267505.000000004,0.03270507417741762,5168.0,10M-50M,2025-10-03,0.0,0.0,1.0000000000000004e-05,True,COIN,0.0,17.89,13563.0,13233.0,inf,0.10955841252096148,0.0513540529394062,80316298497.0,10.955841252096148,0.0003270507417741762,366.1099853515625,348.22711181640625
SMCI251003C00047000,47.0,5.47,买 Call，看涨,4.462476261633763,CALL,47386.0,47386.0,25920142.0,0.09519103905298061,38020.0,10M-50M,2025-10-03,0.0,0.0,1.0000000000000004e-05,True,SMCI,0.0,1.95,50639.0,47386.0,inf,1.805128205128205,0.04462476261633763,27229602973.0,180.5128205128205,0.0009519103905298061,51.5,49.29999923706055
TSLA251003C00415000,415.0,47.53,买 Call，看涨,1.2658636171113806,CALL,5356.0,5356.0,25457068.0,0.0017921357690307267,3779.0,10M-50M,2025-10-03,0.0,0.0,1.0000000000000004e-05,True,TSLA,0.0,34.56,6087.0,5356.0,inf,0.3752893518518518,0.012658636171113806,1420487690716.0,37.52893518518518,1.7921357690307268e-05,456.0255126953125,450.3250122070313
NVDA270115C00190000,190.0,38.5,买 Call，看涨,2.1747989850833482,CALL,6414.0,6414.0,24693900.0,0.0005702956824418934,17166.0,10M-50M,2027-01-15,0.0,0.0,0.000986552734375,False,NVDA,0.0,36.5,13203.0,6414.0,inf,0.0547945205479452,0.021747989850833482,4330017000000.0,5.47945205479452,5.702956824418934e-06,189.1000061035156,185.0749969482422
TSLA260116C00450000,450.0,64.6,买 Call，看涨,1.2658636171113806,CALL,3731.0,3731.0,24102259.999999996,0.0016967595113655085,17308.0,10M-50M,2026-01-16,0.0,0.0,1.0000000000000004e-05,True,TSLA,0.0,57.8,18201.0,3731.0,inf,0.11764705882352937,0.012658636171113806,1420487690716.0,11.764705882352937,1.6967595113655084e-05,456.0255126953125,450.3250122070313
NVDA251003C00182500,182.5,5.4,买 Call，看涨,2.1747989850833482,CALL,44371.0,44371.0,23960340.000000004,0.0005533544094630576,53192.0,10M-50M,2025-10-03,0.0,0.0,1.0000000000000004e-05,True,NVDA,0.0,3.84,69247.0,44371.0,inf,0.40625000000000017,0.021747989850833482,4330017000000.0,40.625000000000014,5.533544094630576e-06,189.1000061035156,185.0749969482422
TSLA251003P00460000,460.0,10.3,卖 Put，看涨,1.2658636171113806,PUT,23014.0,23014.0,23704420.0,0.0016687522288948336,3641.0,10M-50M,2025-10-03,0.0,0.0,1.0000000000000004e-05,True,TSLA,0.0,17.6,988.0,23014.0,inf,-0.4147727272727273,0.012658636171113806,1420487690716.0,-41.47727272727273,1.6687522288948335e-05,456.0255126953125,450.3250122070313
TSLA251003C00437500,437.5,24.6,买 Call，看涨,1.2658636171113806,CALL,9630.0,9630.0,23689800.0,0.0016677230049110176,4462.0,10M-50M,2025-10-03,0.0,0.0,1.0000000000000004e-05,True,TSLA,0.0,16.7,8563.0,9630.0,inf,0.473053892215569,0.012658636171113806,1420487690716.0,47.3053892215569,1.6677230049110176e-05,456.0255126953125,450.3250122070313
TSLA260320C00550000,550.0,46.33,买 Call，看涨,1.2658636171113806,CALL,4778.0,4778.0,22136474.0,0.0015583714061500992,5738.0,10M-50M,2026-03-20,0.0,0.0,0.062509375,False,TSLA,0.0,42.1,6616.0,4778.0,inf,0.10047505938242272,0.012658636171113806,1420487690716.0,10.047505938242272,1.558371406150099e-05,456.0255126953125,450.3250122070313
TSLA251017C00500000,500.0,8.75,买 Call，看涨,1.2658636171113806,CALL,25141.0,25141.0,21998375.0,0.0015486494634044782,22658.0,10M-50M,2025-10-17,0.0,0.0,0.12500875,False,TSLA,0.0,6.54,21643.0,25141.0,inf,0.3379204892966361,0.012658636171113806,1420487690716.0,33.79204892966361,1.5486494634044783e-05,456.0255126953125,450.3250122070313
TSLA251003C00462500,462.5,8.75,买 Call，看涨,1.2658636171113806,CALL,24718.0,24718.0,21628250.0,0.001522593271406543,3696.0,10M-50M,2025-10-03,0.0,0.0,0.0312596875,False,TSLA,0.0,5.0,6783.0,24718.0,inf,0.75,0.012658636171113806,1420487690716.0,75.0,1.5225932714065429e-05,456.0255126953125,450.3250122070313
TSLA260417C00550000,550.0,52.35,买 Call，看涨,1.2658636171113806,CALL,4002.0,4002.0,20950470.0,0.0014748786727915868,1950.0,10M-50M,2026-04-17,0.0,0.0,0.062509375,False,TSLA,0.0,45.61,296.0,4002.0,inf,0.14777461083095816,0.012658636171113806,1420487690716.0,14.777461083095817,1.4748786727915868e-05,456.0255126953125,450.3250122070313
NVDA251003C00190000,190.0,0.86,买 Call，看涨,2.1747989850833482,CALL,242789.0,242789.0,20879854.0,0.0004822118250344052,139430.0,10M-50M,2025-10-03,0.0,0.0,0.01563484375,False,NVDA,0.0,0.55,115636.0,242789.0,inf,0.5636363636363635,0.021747989850833482,4330017000000.0,56.363636363636346,4.822118250344052e-06,189.1000061035156,185.0749969482422
TSLA251003P00450000,450.0,5.85,卖 Put，看涨,1.2658636171113806,PUT,35586.0,35586.0,20817809.999999996,0.001465539626711354,6036.0,10M-50M,2025-10-03,0.0,0.0,0.062509375,False,TSLA,0.0,11.67,4336.0,35586.0,inf,-0.49871465295629824,0.012658636171113806,1420487690716.0,-49.871465295629825,1.4655396267113538e-05,456.0255126953125,450.3250122070313
SMCI251003C00046000,46.0,6.45,买 Call，看涨,4.462476261633763,CALL,32120.0,32120.0,20717400.0,0.07608410603908808,15580.0,10M-50M,2025-10-03,0.0,0.0,1.0000000000000004e-05,True,SMCI,0.0,2.93,35552.0,32120.0,inf,1.2013651877133105,0.04462476261633763,27229602973.0,120.13651877133104,0.0007608410603908808,51.5,49.29999923706055
NVDA251121C00200000,200.0,7.07,买 Call，看涨,2.1747989850833482,CALL,29055.0,29055.0,20541885.0,0.0004744065669950025,53838.0,10M-50M,2025-11-21,0.0,0.0,0.0312596875,False,NVDA,0.0,6.21,53085.0,29055.0,inf,0.13848631239935594,0.021747989850833482,4330017000000.0,13.848631239935594,4.744065669950025e-06,189.1000061035156,185.0749969482422
TSLA251017C00460000,460.0,21.75,买 Call，看涨,1.2658636171113806,CALL,9326.0,9326.0,20284050.0,0.0014279637995156284,5494.0,10M-50M,2025-10-17,0.0,0.0,0.007822421875,False,TSLA,0.0,15.45,4263.0,9326.0,inf,0.4077669902912622,0.012658636171113806,1420487690716.0,40.77669902912622,1.4279637995156283e-05,456.0255126953125,450.3250122070313
TSLA251219C00500000,500.0,36.59,买 Call，看涨,1.2658636171113806,CALL,5481.0,5481.0,20054979.0,0.0014118375774091532,28644.0,10M-50M,2025-12-19,0.0,0.0,0.0312596875,False,TSLA,0.0,32.05,28207.0,5481.0,inf,0.14165366614664607,0.012658636171113806,1420487690716.0,14.165366614664606,1.4118375774091532e-05,456.0255126953125,450.3250122070313
TSLA251003C00435000,435.0,26.82,买 Call，看涨,1.2658636171113806,CALL,7466.0,7466.0,20023812.0,0.0014096434718069927,6034.0,10M-50M,2025-10-03,0.0,0.0,1.0000000000000004e-05,True,TSLA,0.0,18.05,5790.0,7466.0,inf,0.4858725761772853,0.012658636171113806,1420487690716.0,48.58725761772853,1.4096434718069927e-05,456.0255126953125,450.3250122070313
SMCI251003C00049500,49.5,3.1,买 Call，看涨,4.462476261633763,CALL,63952.0,63952.0,19825120.0,0.07280723123160464,27142.0,10M-50M,2025-10-03,0.0,0.0,1.0000000000000004e-05,True,SMCI,0.0,0.68,1986.0,63952.0,inf,3.5588235294117645,0.04462476261633763,27229602973.0,355.88235294117646,0.0007280723123160464,51.5,49.29999923706055
NVDA251017C00190000,190.0,4.54,买 Call，看涨,2.1747989850833482,CALL,40922.0,40922.0,18578588.0,0.0004290650129087253,53395.0,10M-50M,2025-10-17,0.0,0.0,0.007822421875,False,NVDA,0.0,3.7,49332.0,40922.0,inf,0.22702702702702698,0.021747989850833482,4330017000000.0,22.702702702702698,4.290650129087253e-06,189.1000061035156,185.0749969482422
TSLA251003P00457500,457.5,9.07,卖 Put，看涨,1.2658636171113806,PUT,20416.0,20416.0,18517312.0,0.0013035883465252914,2880.0,10M-50M,2025-10-03,0.0,0.0,1.0000000000000004e-05,True,TSLA,0.0,16.45,318.0,20416.0,inf,-0.4486322188449848,0.012658636171113806,1420487690716.0,-44.86322188449848,1.3035883465252914e-05,456.0255126953125,450.3250122070313
TSLA251121C00450000,450.0,47.6,买 Call，看涨,1.2658636171113806,CALL,3745.0,3745.0,17826200.0,0.0012549351970107298,7101.0,10M-50M,2025-11-21,0.0,0.0,1.0000000000000004e-05,True,TSLA,0.0,41.35,6804.0,3745.0,inf,0.15114873035066506,0.012658636171113806,1420487690716.0,15.114873035066505,1.2549351970107297e-05,456.0255126953125,450.3250122070313
TSLA260320C00570000,570.0,42.25,买 Call，看涨,1.2658636171113806,CALL,4203.0,4203.0,17757675.0,0.0012501111495763265,3923.0,10M-50M,2026-03-20,0.0,0.0,0.062509375,False,TSLA,0.0,36.35,4545.0,4203.0,inf,0.16231086657496557,0.012658636171113806,1420487690716.0,16.231086657496558,1.2501111495763264e-05,456.0255126953125,450.3250122070313
NVDA251017C00185000,185.0,7.2,买 Call，看涨,2.1747989850833482,CALL,24566.0,24566.0,17687520.0,0.00040848615605897163,72764.0,10M-50M,2025-10-17,0.0,0.0,1.0000000000000004e-05,True,NVDA,0.0,6.01,74193.0,24566.0,inf,0.1980033277870217,0.021747989850833482,4330017000000.0,19.80033277870217,4.084861560589716e-06,189.1000061035156,185.0749969482422
COIN251003C00350000,350.0,4.69,买 Call，看涨,5.13540529394062,CALL,36401.0,36401.0,17072069.0,0.021256045559218197,21223.0,10M-50M,2025-10-03,0.0,0.0,1.0000000000000004e-05,True,COIN,0.0,4.0,13613.0,36401.0,inf,0.1725000000000001,0.0513540529394062,80316298497.0,17.25000000000001,0.00021256045559218197,366.1099853515625,348.22711181640625
TSLA251003C00467500,467.5,6.8,买 Call，看涨,1.2658636171113806,CALL,24791.0,24791.0,16857880.0,0.0011867670596640474,19089.0,10M-50M,2025-10-03,0.0,0.0,0.062509375,False,TSLA,0.0,4.05,2024.0,24791.0,inf,0.6790123456790124,0.012658636171113806,1420487690716.0,67.90123456790124,1.1867670596640473e-05,456.0255126953125,450.3250122070313
TSLA251219C00460000,460.0,51.9,买 Call，看涨,1.2658636171113806,CALL,3131.0,3131.0,16249890.0,0.0011439655624054866,4599.0,10M-50M,2025-12-19,0.0,0.0,0.0039162109375,False,TSLA,0.0,45.7,3481.0,3131.0,inf,0.13566739606126904,0.012658636171113806,1420487690716.0,13.566739606126903,1.1439655624054866e-05,456.0255126953125,450.3250122070313
TSLA251010C00440000,440.0,28.15,买 Call，看涨,1.2658636171113806,CALL,5633.0,5633.0,15856894.999999998,0.0011162993599759597,3479.0,10M-50M,2025-10-10,0.0,0.0,1.0000000000000004e-05,True,TSLA,0.0,20.61,3980.0,5633.0,inf,0.36584182435710816,0.012658636171113806,1420487690716.0,36.584182435710815,1.1162993599759597e-05,456.0255126953125,450.3250122070313
NVDA251003C00180000,180.0,7.64,买 Call，看涨,2.1747989850833482,CALL,20613.0,20613.0,15748332.0,0.0003637013896250292,46737.0,10M-50M,2025-10-03,0.0,0.0,1.0000000000000004e-05,True,NVDA,0.0,5.89,49159.0,20613.0,inf,0.2971137521222411,0.021747989850833482,4330017000000.0,29.711375212224112,3.637013896250292e-06,189.1000061035156,185.0749969482422
SMCI251003C00051000,51.0,2.02,买 Call，看涨,4.462476261633763,CALL,76862.0,76862.0,15526124.0,0.05701928160831139,56607.0,10M-50M,2025-10-03,0.0,0.0,1.0000000000000004e-05,True,SMCI,0.0,0.35,49776.0,76862.0,inf,4.771428571428571,0.04462476261633763,27229602973.0,477.1428571428571,0.0005701928160831139,51.5,49.29999923706055
SMCI251003C00049000,49.0,3.55,买 Call，看涨,4.462476261633763,CALL,43349.0,43349.0,15388894.999999998,0.05651531171886397,15508.0,10M-50M,2025-10-03,0.0,0.0,1.0000000000000004e-05,True,SMCI,0.0,0.85,33862.0,43349.0,inf,3.176470588235294,0.04462476261633763,27229602973.0,317.6470588235294,0.0005651531171886396,51.5,49.29999923706055
NVDA251121C00190000,190.0,11.15,买 Call，看涨,2.1747989850833482,CALL,13578.0,13578.0,15139470.000000002,0.0003496399667714931,29533.0,10M-50M,2025-11-21,0.0,0.0,0.0039162109375,False,NVDA,0.0,10.0,27101.0,13578.0,inf,0.11500000000000003,0.021747989850833482,4330017000000.0,11.500000000000004,3.496399667714931e-06,189.1000061035156,185.0749969482422
NVDA251003P00187500,187.5,2.05,卖 Put，看涨,2.1747989850833482,PUT,73228.0,73228.0,15011740.0,0.00034669009382642143,13340.0,10M-50M,2025-10-03,0.0,0.0,0.0312596875,False,NVDA,0.0,3.6,6214.0,73228.0,inf,-0.43055555555555564,0.021747989850833482,4330017000000.0,-43.055555555555564,3.4669009382642146e-06,189.1000061035156,185.0749969482422
AMD251003C00162500,162.5,3.45,买 Call，看涨,1.9651132249101155,CALL,42431.0,42431.0,14638695.000000002,0.005656840213468178,16543.0,10M-50M,2025-10-03,0.0,0.0,1.0000000000000004e-05,True,AMD,0.0,2.48,15881.0,42431.0,inf,0.3911290322580646,0.019651132249101155,258778654648.0,39.11290322580646,5.656840213468178e-05,166.57000732421875,163.35980224609375
INTC251017C00030000,30.0,6.25,买 Call，看涨,4.43215233146085,CALL,22563.0,22563.0,14101875.0,0.009075529255036732,29133.0,10M-50M,2025-10-17,0.0,0.0,1.0000000000000004e-05,True,INTC,0.0,4.28,43345.0,22563.0,inf,0.4602803738317756,0.0443215233146085,155383500000.0,46.02803738317756,9.075529255036732e-05,35.668800354003906,34.154998779296875
MU251003C00170000,170.0,12.53,买 Call，看涨,5.776531862034379,CALL,11042.0,11042.0,13835625.999999998,0.00786093654021038,5981.0,10M-50M,2025-10-03,0.0,0.0,1.0000000000000004e-05,True,MU,0.0,1.96,8213.0,11042.0,inf,5.392857142857143,0.05776531862034379,176004804634.0,539.2857142857143,7.86093654021038e-05,182.2899932861328,172.3350067138672
NVDA251003P00185000,185.0,1.11,卖 Put，看涨,2.1747989850833482,PUT,122986.0,122986.0,13651446.000000002,0.0003152746513466345,24470.0,10M-50M,2025-10-03,0.0,0.0,0.062509375,False,NVDA,0.0,2.14,27951.0,122986.0,inf,-0.48130841121495327,0.021747989850833482,4330017000000.0,-48.13084112149533,3.152746513466345e-06,189.1000061035156,185.0749969482422
TSLA251010C00445000,445.0,24.91,买 Call，看涨,1.2658636171113806,CALL,5471.0,5471.0,13628261.000000002,0.0009594071873393459,2289.0,10M-50M,2025-10-10,0.0,0.0,1.0000000000000004e-05,True,TSLA,0.0,18.4,2524.0,5471.0,inf,0.35380434782608705,0.012658636171113806,1420487690716.0,35.3804347826087,9.594071873393459e-06,456.0255126953125,450.3250122070313
NVDA251010C00190000,190.0,2.95,买 Call，看涨,2.1747989850833482,CALL,45909.0,45909.0,13543155.000000002,0.0003127737142833389,30996.0,10M-50M,2025-10-10,0.0,0.0,0.007822421875,False,NVDA,0.0,2.3,33142.0,45909.0,inf,0.2826086956521741,0.021747989850833482,4330017000000.0,28.260869565217412,3.127737142833389e-06,189.1000061035156,185.0749969482422
TSLA251010C00500000,500.0,4.76,买 Call，看涨,1.2658636171113806,CALL,28403.0,28403.0,13519828.0,0.000951773682261569,11108.0,10M-50M,2025-10-10,0.0,0.0,0.12500875,False,TSLA,0.0,3.4,10805.0,28403.0,inf,0.39999999999999997,0.012658636171113806,1420487690716.0,40.0,9.51773682261569e-06,456.0255126953125,450.3250122070313
NVDA251010C00185000,185.0,5.61,买 Call，看涨,2.1747989850833482,CALL,23899.0,23899.0,13407339.000000002,0.00030963709842247734,18564.0,10M-50M,2025-10-10,0.0,0.0,1.0000000000000004e-05,True,NVDA,0.0,4.5,18409.0,23899.0,inf,0.24666666666666673,0.021747989850833482,4330017000000.0,24.66666666666667,3.0963709842247736e-06,189.1000061035156,185.0749969482422
AMD251003C00165000,165.0,2.18,买 Call，看涨,1.9651132249101155,CALL,61448.0,61448.0,13395664.000000002,0.005176494954045288,19182.0,10M-50M,2025-10-03,0.0,0.0,1.0000000000000004e-05,True,AMD,0.0,1.53,18005.0,61448.0,inf,0.42483660130718964,0.019651132249101155,258778654648.0,42.48366013071897,5.176494954045288e-05,166.57000732421875,163.35980224609375
NVDA251010C00187500,187.5,4.17,买 Call，看涨,2.1747989850833482,CALL,31574.0,31574.0,13166357.999999998,0.00030407173921026174,15207.0,10M-50M,2025-10-10,0.0,0.0,1.0000000000000004e-05,True,NVDA,0.0,3.17,8614.0,31574.0,inf,0.31545741324921134,0.021747989850833482,4330017000000.0,31.545741324921135,3.040717392102617e-06,189.1000061035156,185.0749969482422
TSLA251003C00480000,480.0,3.53,买 Call，看涨,1.2658636171113806,CALL,35313.0,35313.0,12465489.0,0.0008775499486177696,15352.0,10M-50M,2025-10-03,0.0,0.0,0.12500875,False,TSLA,0.0,2.0,11757.0,35313.0,inf,0.7649999999999999,0.012658636171113806,1420487690716.0,76.49999999999999,8.775499486177696e-06,456.0255126953125,450.3250122070313
SMCI251003C00052000,52.0,1.42,买 Call，看涨,4.462476261633763,CALL,86450.0,86450.0,12275900.0,0.04508291954228046,29108.0,10M-50M,2025-10-03,0.0,0.0,0.0312596875,False,SMCI,0.0,0.2,6095.0,86450.0,inf,6.1,0.04462476261633763,27229602973.0,610.0,0.00045082919542280465,51.5,49.29999923706055
TSLA251017C00440000,440.0,32.8,买 Call，看涨,1.2658636171113806,CALL,3729.0,3729.0,12231119.999999998,0.0008610507560142865,5157.0,10M-50M,2025-10-17,0.0,0.0,1.0000000000000004e-05,True,TSLA,0.0,25.7,5778.0,3729.0,inf,0.2762645914396886,0.012658636171113806,1420487690716.0,27.626459143968862,8.610507560142865e-06,456.0255126953125,450.3250122070313
AMD251017C00170000,170.0,4.16,买 Call，看涨,1.9651132249101155,CALL,28415.0,28415.0,11820640.0,0.004567857428611668,26303.0,10M-50M,2025-10-17,0.0,0.0,0.0312596875,False,AMD,0.0,3.35,23184.0,28415.0,inf,0.2417910447761194,0.019651132249101155,258778654648.0,24.17910447761194,4.567857428611667e-05,166.57000732421875,163.35980224609375
