contractSymbol,strike,oi_change,signal_type,stock_price_change_pct,option_type,openInterest_new,openInterest_old,amount_threshold,amount_to_market_cap,amount_tier,expiry_date,lastPrice_new,bid,ask,volume,impliedVolatility,inTheMoney,symbol,lastPrice_old,option_price_change,stock_price_change,market_cap,option_price_change_pct,oi_change_abs,股票价格(new),股票价格(old)
COIN251003C00337500,337.5,-3659.0,空头平仓 Call，回补信号，看涨,3.455474183630706,CALL,4757.0,8416.0,10190315.0,0.00012687729876372018,10M-50M,2025-10-03,27.85,25.55,27.65,132.0,1.1840861108398435,True,COIN,11.0,1.531818181818182,0.03455474183630706,80316298497.0,153.1818181818182,-3659.0,360.260009765625,348.22711181640625
TSLA251003C00415000,415.0,-2308.0,空头平仓 Call，回补信号，看涨,1.2424362558237907,CALL,3779.0,6087.0,10136736.0,7.136095628460219e-06,10M-50M,2025-10-03,43.92,44.0,44.4,142.0,1.258548629150391,True,TSLA,34.56,0.2708333333333333,0.012424362558237907,1420487690716.0,27.083333333333332,-2308.0,455.9200134277344,450.3250122070313
BABA251031C00180000,180.0,-5903.0,空头平仓 Call，回补信号，看涨,5.394899974556539,CALL,3280.0,9183.0,9858010.0,2.48319954827029e-05,5M-10M,2025-10-31,16.7,16.9,17.2,131.0,0.5466353930664063,True,BABA,10.45,0.5980861244019139,0.05394899974556539,396988232656.0,59.80861244019139,-5903.0,189.80999755859372,180.09410095214844
COIN251003C00340000,340.0,-4089.0,空头平仓 Call，回补信号，看涨,3.455474183630706,CALL,9883.0,13972.0,9731820.0,0.00012116868160157438,5M-10M,2025-10-03,23.8,23.05,25.45,534.0,1.1240278173828124,True,COIN,9.4,1.5319148936170213,0.03455474183630706,80316298497.0,153.19148936170214,-4089.0,360.260009765625,348.22711181640625
TSLA251003C00450000,450.0,-7727.0,空头平仓 Call，回补信号，看涨,1.2424362558237907,CALL,14470.0,22197.0,9233765.0,6.5004188775093855e-06,5M-10M,2025-10-03,11.95,12.5,12.65,10131.0,0.6984893432617189,True,TSLA,9.64,0.23962655601659735,0.012424362558237907,1420487690716.0,23.962655601659737,-7727.0,455.9200134277344,450.3250122070313
TSLA251003C00437500,437.5,-4101.0,空头平仓 Call，回补信号，看涨,1.2424362558237907,CALL,4462.0,8563.0,9067311.0,6.383237995839022e-06,5M-10M,2025-10-03,22.11,22.35,22.8,210.0,0.8366715551757811,True,TSLA,16.7,0.32395209580838324,0.012424362558237907,1420487690716.0,32.395209580838326,-4101.0,455.9200134277344,450.3250122070313
INTC251017C00030000,30.0,-14212.0,空头平仓 Call，回补信号，看涨,5.80150081621457,CALL,29133.0,43345.0,8925136.0,5.743940637197643e-05,5M-10M,2025-10-17,6.28,6.3,6.4,100.0,0.6796907031250001,True,INTC,4.28,0.4672897196261682,0.05801500816214569,155383500000.0,46.728971962616825,-14212.0,36.13650131225586,34.154998779296875
TSLA251003C00440000,440.0,-4282.0,空头平仓 Call，回补信号，看涨,1.2424362558237907,CALL,13484.0,17766.0,8820920.000000002,6.209782779288849e-06,5M-10M,2025-10-03,20.6,20.55,20.85,3370.0,0.8303239624023437,True,TSLA,14.83,0.38907619689817946,0.012424362558237907,1420487690716.0,38.90761968981795,-4282.0,455.9200134277344,450.3250122070313
TSLA260417C00550000,550.0,1654.0,多头买 Call，看涨,1.2424362558237907,CALL,1950.0,296.0,8385780.0,5.903451367306906e-06,5M-10M,2026-04-17,50.7,50.85,51.1,986.0,0.6181526222229006,False,TSLA,45.61,0.11159833369875036,0.012424362558237907,1420487690716.0,11.159833369875036,1654.0,455.9200134277344,450.3250122070313
COIN251003C00357500,357.5,8087.0,多头买 Call，看涨,3.455474183630706,CALL,8542.0,455.0,8370045.0,0.00010421353021283272,5M-10M,2025-10-03,10.35,9.85,10.45,1852.0,0.8349625878906248,True,COIN,2.87,2.6062717770034842,0.03455474183630706,80316298497.0,260.6271777003484,8087.0,360.260009765625,348.22711181640625
NVDA251219P00180000,180.0,7982.0,空头卖 Put，看涨/看不跌,2.574631618651891,PUT,19365.0,11383.0,7463170.0,1.7235890759782237e-06,5M-10M,2025-12-19,9.35,9.35,9.45,443.0,0.4029600720214844,False,NVDA,10.85,-0.1382488479262673,0.02574631618651891,4330017000000.0,-13.82488479262673,7982.0,189.83999633789065,185.0749969482422
NVDA251010C00192500,192.5,22613.0,多头买 Call，看涨,2.574631618651891,CALL,29468.0,6855.0,7100482.000000001,1.6398277420157938e-06,5M-10M,2025-10-10,3.14,3.1,3.15,11059.0,0.3647524462890625,False,NVDA,1.53,1.0522875816993464,0.02574631618651891,4330017000000.0,105.22875816993465,22613.0,189.83999633789065,185.0749969482422
RGTI251003C00031500,31.5,30195.0,多头买 Call，看涨,14.511834109863395,CALL,47696.0,17501.0,6703290.000000001,0.0006632015726325975,5M-10M,2025-10-03,2.22,2.31,2.35,1257.0,1.0000000000000004e-05,True,RGTI,0.56,2.9642857142857144,0.14511834109863395,10107470001.0,296.42857142857144,30195.0,34.3650016784668,30.01000022888184
COIN251003C00342500,342.5,-2955.0,空头平仓 Call，回补信号，看涨,3.455474183630706,CALL,1570.0,4525.0,6574875.0,8.186227606399947e-05,5M-10M,2025-10-03,22.25,20.85,22.5,110.0,1.0349169348144531,True,COIN,6.81,2.2672540381791486,0.03455474183630706,80316298497.0,226.72540381791487,-2955.0,360.260009765625,348.22711181640625
NVDA251121C00195000,195.0,6247.0,多头买 Call，看涨,2.574631618651891,CALL,25116.0,18869.0,6434410.000000001,1.486001094222032e-06,5M-10M,2025-11-21,10.3,10.35,10.45,1023.0,0.4495294305419921,False,NVDA,7.98,0.29072681704260656,0.02574631618651891,4330017000000.0,29.072681704260656,6247.0,189.83999633789065,185.0749969482422
TSLA260116C00400000,400.0,-687.0,空头平仓 Call，回补信号，看涨,1.2424362558237907,CALL,24613.0,25300.0,6255135.0,4.40351228728148e-06,5M-10M,2026-01-16,91.05,90.55,91.2,370.0,0.6390722128295899,True,TSLA,82.83,0.09923940601231437,0.012424362558237907,1420487690716.0,9.923940601231438,-687.0,455.9200134277344,450.3250122070313
COIN251003C00347500,347.5,-3344.0,空头平仓 Call，回补信号，看涨,3.455474183630706,CALL,9477.0,12821.0,5902160.0,7.348645431189112e-05,5M-10M,2025-10-03,17.65,17.15,18.1,690.0,0.9744875598144532,True,COIN,5.7,2.096491228070175,0.03455474183630706,80316298497.0,209.6491228070175,-3344.0,360.260009765625,348.22711181640625
SMCI251003C00047000,47.0,-12619.0,空头平仓 Call，回补信号，看涨,5.050914602700048,CALL,38020.0,50639.0,5729026.0,0.00021039697147551942,5M-10M,2025-10-03,4.54,4.5,4.65,703.0,1.0000000000000004e-05,True,SMCI,1.95,1.3282051282051281,0.050509146027000476,27229602973.0,132.82051282051282,-12619.0,51.79010009765625,49.29999923706055
CRWD270115C00480000,480.0,-514.0,空头平仓 Call，回补信号，看涨,1.049431242246566,CALL,1653.0,2167.0,5648860.000000001,4.675634857047784e-05,5M-10M,2027-01-15,109.9,108.9,112.3,2.0,0.4681754843139648,True,CRWD,102.18,0.0755529457819534,0.01049431242246566,120814823499.0,7.5552945781953404,-514.0,498.7799987792969,493.6000061035156
TSLA260116C00450000,450.0,-893.0,空头平仓 Call，回补信号，看涨,1.2424362558237907,CALL,17308.0,18201.0,5617863.0,3.954883267709489e-06,5M-10M,2026-01-16,62.91,62.65,63.1,686.0,0.6144905494689943,True,TSLA,57.8,0.08840830449826989,0.012424362558237907,1420487690716.0,8.840830449826989,-893.0,455.9200134277344,450.3250122070313
TSLA251219C00460000,460.0,1118.0,多头买 Call，看涨,1.2424362558237907,CALL,4599.0,3481.0,5566522.0,3.918740047084943e-06,5M-10M,2025-12-19,49.79,50.15,50.4,424.0,0.6172523626708986,False,TSLA,45.7,0.08949671772428876,0.012424362558237907,1420487690716.0,8.949671772428875,1118.0,455.9200134277344,450.3250122070313
AMD251121C00195000,195.0,10117.0,多头买 Call，看涨,3.155731748370158,CALL,13243.0,3126.0,5564350.0,2.150235307301071e-05,5M-10M,2025-11-21,5.5,5.45,5.55,327.0,0.562626444091797,False,AMD,3.58,0.5363128491620112,0.03155731748370158,258778654648.0,53.63128491620112,10117.0,168.51499938964844,163.35980224609375
SMCI251003C00049500,49.5,25156.0,多头买 Call，看涨,5.050914602700048,CALL,27142.0,1986.0,5534320.0,0.0002032464448889561,5M-10M,2025-10-03,2.2,2.05,2.22,10467.0,1.0000000000000004e-05,True,SMCI,0.68,2.235294117647059,0.050509146027000476,27229602973.0,223.52941176470588,25156.0,51.79010009765625,49.29999923706055
TSLA260417C00470000,470.0,681.0,多头买 Call，看涨,1.2424362558237907,CALL,983.0,302.0,5183091.0,3.648810921682434e-06,5M-10M,2026-04-17,76.11,76.8,77.1,697.0,0.6212806427001953,False,TSLA,68.58,0.10979877515310588,0.012424362558237907,1420487690716.0,10.979877515310587,681.0,455.9200134277344,450.3250122070313
NVDA271217C00185000,185.0,-919.0,空头平仓 Call，回补信号，看涨,2.574631618651891,CALL,4867.0,5786.0,5048986.0,1.1660429970598267e-06,5M-10M,2027-12-17,54.94,55.65,56.0,139.0,0.4924061990356446,True,NVDA,51.65,0.06369796708615681,0.02574631618651891,4330017000000.0,6.369796708615681,-919.0,189.83999633789065,185.0749969482422
